date,location,total_cases,days_since_first,days_since_tenth,days_since_hundreth,life_expectancy,dalys,population,age_young,age_working,age_eldery,mobility,population_density
2019-12-31,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-01,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-02,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-03,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-04,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-05,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-06,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-07,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-08,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-09,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-10,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-11,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-12,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-13,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-14,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-15,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-16,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-17,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-18,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-19,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-20,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-21,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-22,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-23,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-24,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-25,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-26,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-27,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-28,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-29,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-30,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-01-31,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-01,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-02,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-03,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-04,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-05,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-06,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-07,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-08,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-09,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-10,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-11,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-12,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-13,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-14,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-15,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-9,54
2020-02-16,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,3,54
2020-02-17,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,6,54
2020-02-18,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,3,54
2020-02-19,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-1,54
2020-02-20,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,-2,54
2020-02-21,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,0,54
2020-02-22,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,2,54
2020-02-23,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,2,54
2020-02-24,Afghanistan,0,0,0,0,65,56925,38042000,15023530,17871866,841098,3,54
2020-02-25,Afghanistan,1,0,0,0,65,56925,38042000,15023530,17871866,841098,2,54
2020-02-26,Afghanistan,1,1,0,0,65,56925,38042000,15023530,17871866,841098,-1,54
2020-02-27,Afghanistan,1,2,0,0,65,56925,38042000,15023530,17871866,841098,-1,54
2020-02-28,Afghanistan,1,3,0,0,65,56925,38042000,15023530,17871866,841098,-2,54
2020-02-29,Afghanistan,1,4,0,0,65,56925,38042000,15023530,17871866,841098,-1,54
2020-03-01,Afghanistan,1,5,0,0,65,56925,38042000,15023530,17871866,841098,3,54
2020-03-02,Afghanistan,1,6,0,0,65,56925,38042000,15023530,17871866,841098,5,54
2020-03-08,Afghanistan,4,12,0,0,65,56925,38042000,15023530,17871866,841098,5,54
2020-03-11,Afghanistan,7,15,0,0,65,56925,38042000,15023530,17871866,841098,2,54
2020-03-15,Afghanistan,10,19,0,0,65,56925,38042000,15023530,17871866,841098,1,54
2020-03-16,Afghanistan,16,20,1,0,65,56925,38042000,15023530,17871866,841098,1,54
2020-03-17,Afghanistan,21,21,2,0,65,56925,38042000,15023530,17871866,841098,0,54
2020-03-18,Afghanistan,22,22,3,0,65,56925,38042000,15023530,17871866,841098,0,54
2020-03-19,Afghanistan,22,23,4,0,65,56925,38042000,15023530,17871866,841098,-3,54
2020-03-20,Afghanistan,22,24,5,0,65,56925,38042000,15023530,17871866,841098,-15,54
2020-03-21,Afghanistan,24,25,6,0,65,56925,38042000,15023530,17871866,841098,-23,54
2020-03-22,Afghanistan,24,26,7,0,65,56925,38042000,15023530,17871866,841098,-12,54
2020-03-23,Afghanistan,34,27,8,0,65,56925,38042000,15023530,17871866,841098,-11,54
2020-03-24,Afghanistan,40,28,9,0,65,56925,38042000,15023530,17871866,841098,-15,54
2020-03-25,Afghanistan,42,29,10,0,65,56925,38042000,15023530,17871866,841098,-18,54
2020-03-26,Afghanistan,75,30,11,0,65,56925,38042000,15023530,17871866,841098,-18,54
2020-03-27,Afghanistan,75,31,12,0,65,56925,38042000,15023530,17871866,841098,-20,54
2020-03-28,Afghanistan,91,32,13,0,65,56925,38042000,15023530,17871866,841098,-36,54
2020-03-29,Afghanistan,106,33,14,0,65,56925,38042000,15023530,17871866,841098,-38,54
2020-03-30,Afghanistan,114,34,15,1,65,56925,38042000,15023530,17871866,841098,-41,54
2020-03-31,Afghanistan,141,35,16,2,65,56925,38042000,15023530,17871866,841098,-43,54
2020-04-01,Afghanistan,166,36,17,3,65,56925,38042000,15023530,17871866,841098,-44,54
2020-04-02,Afghanistan,192,37,18,4,65,56925,38042000,15023530,17871866,841098,-44,54
2020-04-03,Afghanistan,235,38,19,5,65,56925,38042000,15023530,17871866,841098,-38,54
2020-04-04,Afghanistan,235,39,20,6,65,56925,38042000,15023530,17871866,841098,-43,54
2020-04-05,Afghanistan,270,40,21,7,65,56925,38042000,15023530,17871866,841098,-45,54
2020-04-06,Afghanistan,299,41,22,8,65,56925,38042000,15023530,17871866,841098,-45,54
2020-04-07,Afghanistan,337,42,23,9,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-08,Afghanistan,367,43,24,10,65,56925,38042000,15023530,17871866,841098,-47,54
2020-04-09,Afghanistan,423,44,25,11,65,56925,38042000,15023530,17871866,841098,-49,54
2020-04-10,Afghanistan,484,45,26,12,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-11,Afghanistan,521,46,27,13,65,56925,38042000,15023530,17871866,841098,-46,54
2020-04-12,Afghanistan,555,47,28,14,65,56925,38042000,15023530,17871866,841098,-48,54
2020-04-13,Afghanistan,607,48,29,15,65,56925,38042000,15023530,17871866,841098,-46,54
2020-04-14,Afghanistan,665,49,30,16,65,56925,38042000,15023530,17871866,841098,-48,54
2020-04-15,Afghanistan,714,50,31,17,65,56925,38042000,15023530,17871866,841098,-42,54
2020-04-16,Afghanistan,784,51,32,18,65,56925,38042000,15023530,17871866,841098,-46,54
2020-04-17,Afghanistan,794,52,33,19,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-18,Afghanistan,845,53,34,20,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-19,Afghanistan,908,54,35,21,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-20,Afghanistan,996,55,36,22,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-21,Afghanistan,1031,56,37,23,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-22,Afghanistan,1092,57,38,24,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-23,Afghanistan,1176,58,39,25,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-24,Afghanistan,1281,59,40,26,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-25,Afghanistan,1351,60,41,27,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-26,Afghanistan,1463,61,42,28,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-27,Afghanistan,1531,62,43,29,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-28,Afghanistan,1703,63,44,30,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-29,Afghanistan,1827,64,45,31,65,56925,38042000,15023530,17871866,841098,-41,54
2020-04-30,Afghanistan,1949,65,46,32,65,56925,38042000,15023530,17871866,841098,-41,54
2020-05-01,Afghanistan,2171,66,47,33,65,56925,38042000,15023530,17871866,841098,-41,54
2020-05-02,Afghanistan,2335,67,48,34,65,56925,38042000,15023530,17871866,841098,-41,54
2020-03-22,Angola,2,0,0,0,61,51390,31825000,13116245,14100537,642523,-33,24
2020-03-23,Angola,2,1,0,0,61,51390,31825000,13116245,14100537,642523,-43,24
2020-03-24,Angola,2,2,0,0,61,51390,31825000,13116245,14100537,642523,-26,24
2020-03-25,Angola,2,3,0,0,61,51390,31825000,13116245,14100537,642523,-22,24
2020-03-26,Angola,2,4,0,0,61,51390,31825000,13116245,14100537,642523,-10,24
2020-03-27,Angola,3,5,0,0,61,51390,31825000,13116245,14100537,642523,-48,24
2020-03-28,Angola,4,6,0,0,61,51390,31825000,13116245,14100537,642523,-51,24
2020-03-29,Angola,4,7,0,0,61,51390,31825000,13116245,14100537,642523,-61,24
2020-03-30,Angola,7,8,0,0,61,51390,31825000,13116245,14100537,642523,-55,24
2020-03-31,Angola,7,9,0,0,61,51390,31825000,13116245,14100537,642523,-55,24
2020-04-01,Angola,7,10,0,0,61,51390,31825000,13116245,14100537,642523,-55,24
2020-04-02,Angola,8,11,0,0,61,51390,31825000,13116245,14100537,642523,-55,24
2020-04-03,Angola,8,12,0,0,61,51390,31825000,13116245,14100537,642523,-58,24
2020-04-04,Angola,8,13,0,0,61,51390,31825000,13116245,14100537,642523,-58,24
2020-04-05,Angola,10,14,0,0,61,51390,31825000,13116245,14100537,642523,-62,24
2020-04-06,Angola,14,15,1,0,61,51390,31825000,13116245,14100537,642523,-52,24
2020-04-07,Angola,16,16,2,0,61,51390,31825000,13116245,14100537,642523,-53,24
2020-04-08,Angola,17,17,3,0,61,51390,31825000,13116245,14100537,642523,-54,24
2020-04-09,Angola,19,18,4,0,61,51390,31825000,13116245,14100537,642523,-51,24
2020-04-10,Angola,19,19,5,0,61,51390,31825000,13116245,14100537,642523,-60,24
2020-04-11,Angola,19,20,6,0,61,51390,31825000,13116245,14100537,642523,-53,24
2020-04-12,Angola,19,21,7,0,61,51390,31825000,13116245,14100537,642523,-60,24
2020-04-13,Angola,19,22,8,0,61,51390,31825000,13116245,14100537,642523,-55,24
2020-04-14,Angola,19,23,9,0,61,51390,31825000,13116245,14100537,642523,-52,24
2020-04-15,Angola,19,24,10,0,61,51390,31825000,13116245,14100537,642523,-54,24
2020-04-16,Angola,19,25,11,0,61,51390,31825000,13116245,14100537,642523,-52,24
2020-04-17,Angola,19,26,12,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-18,Angola,19,27,13,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-19,Angola,24,28,14,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-20,Angola,24,29,15,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-21,Angola,24,30,16,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-22,Angola,24,31,17,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-23,Angola,24,32,18,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-24,Angola,25,33,19,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-25,Angola,25,34,20,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-26,Angola,25,35,21,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-27,Angola,26,36,22,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-28,Angola,27,37,23,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-29,Angola,27,38,24,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-04-30,Angola,27,39,25,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-05-01,Angola,27,40,26,0,61,51390,31825000,13116245,14100537,642523,-56,24
2020-05-02,Angola,29,41,27,0,61,51390,31825000,13116245,14100537,642523,-56,24
2019-12-31,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-01,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-02,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-03,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-04,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-05,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-06,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-07,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-08,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-09,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-10,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-11,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-12,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-13,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-14,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-15,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-16,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-17,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-18,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-19,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-20,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-21,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-22,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-23,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-24,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-25,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-26,United Arab Emirates,0,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-27,United Arab Emirates,1,0,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-28,United Arab Emirates,1,1,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-29,United Arab Emirates,1,2,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-30,United Arab Emirates,4,3,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-01-31,United Arab Emirates,4,4,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-01,United Arab Emirates,4,5,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-02,United Arab Emirates,5,6,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-03,United Arab Emirates,5,7,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-04,United Arab Emirates,5,8,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-05,United Arab Emirates,5,9,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-06,United Arab Emirates,5,10,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-07,United Arab Emirates,5,11,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-08,United Arab Emirates,7,12,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-09,United Arab Emirates,7,13,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-10,United Arab Emirates,7,14,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-11,United Arab Emirates,8,15,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-12,United Arab Emirates,8,16,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-13,United Arab Emirates,8,17,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-14,United Arab Emirates,8,18,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-15,United Arab Emirates,8,19,0,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-02-16,United Arab Emirates,8,20,0,0,78,30807,9771000,1262061,7798697,93544,1,112
2020-02-17,United Arab Emirates,9,21,0,0,78,30807,9771000,1262061,7798697,93544,-1,112
2020-02-18,United Arab Emirates,9,22,0,0,78,30807,9771000,1262061,7798697,93544,-2,112
2020-02-19,United Arab Emirates,9,23,0,0,78,30807,9771000,1262061,7798697,93544,-2,112
2020-02-20,United Arab Emirates,9,24,0,0,78,30807,9771000,1262061,7798697,93544,-2,112
2020-02-21,United Arab Emirates,9,25,0,0,78,30807,9771000,1262061,7798697,93544,-3,112
2020-02-22,United Arab Emirates,11,26,0,0,78,30807,9771000,1262061,7798697,93544,-2,112
2020-02-23,United Arab Emirates,13,27,1,0,78,30807,9771000,1262061,7798697,93544,-1,112
2020-02-24,United Arab Emirates,13,28,2,0,78,30807,9771000,1262061,7798697,93544,-3,112
2020-02-25,United Arab Emirates,13,29,3,0,78,30807,9771000,1262061,7798697,93544,-3,112
2020-02-26,United Arab Emirates,13,30,4,0,78,30807,9771000,1262061,7798697,93544,-2,112
2020-02-27,United Arab Emirates,13,31,5,0,78,30807,9771000,1262061,7798697,93544,1,112
2020-02-28,United Arab Emirates,19,32,6,0,78,30807,9771000,1262061,7798697,93544,1,112
2020-02-29,United Arab Emirates,19,33,7,0,78,30807,9771000,1262061,7798697,93544,2,112
2020-03-01,United Arab Emirates,21,34,8,0,78,30807,9771000,1262061,7798697,93544,3,112
2020-03-02,United Arab Emirates,21,35,9,0,78,30807,9771000,1262061,7798697,93544,0,112
2020-03-04,United Arab Emirates,27,37,11,0,78,30807,9771000,1262061,7798697,93544,-1,112
2020-03-06,United Arab Emirates,29,39,13,0,78,30807,9771000,1262061,7798697,93544,-7,112
2020-03-08,United Arab Emirates,45,41,15,0,78,30807,9771000,1262061,7798697,93544,1,112
2020-03-10,United Arab Emirates,59,43,17,0,78,30807,9771000,1262061,7798697,93544,-4,112
2020-03-11,United Arab Emirates,74,44,18,0,78,30807,9771000,1262061,7798697,93544,-4,112
2020-03-13,United Arab Emirates,85,46,20,0,78,30807,9771000,1262061,7798697,93544,-16,112
2020-03-15,United Arab Emirates,85,48,22,0,78,30807,9771000,1262061,7798697,93544,-6,112
2020-03-16,United Arab Emirates,86,49,23,0,78,30807,9771000,1262061,7798697,93544,-11,112
2020-03-17,United Arab Emirates,98,50,24,0,78,30807,9771000,1262061,7798697,93544,-16,112
2020-03-18,United Arab Emirates,113,51,25,0,78,30807,9771000,1262061,7798697,93544,-19,112
2020-03-19,United Arab Emirates,113,52,26,1,78,30807,9771000,1262061,7798697,93544,-24,112
2020-03-20,United Arab Emirates,140,53,27,2,78,30807,9771000,1262061,7798697,93544,-37,112
2020-03-21,United Arab Emirates,140,54,28,3,78,30807,9771000,1262061,7798697,93544,-32,112
2020-03-22,United Arab Emirates,153,55,29,4,78,30807,9771000,1262061,7798697,93544,-30,112
2020-03-23,United Arab Emirates,153,56,30,5,78,30807,9771000,1262061,7798697,93544,-27,112
2020-03-24,United Arab Emirates,198,57,31,6,78,30807,9771000,1262061,7798697,93544,-39,112
2020-03-25,United Arab Emirates,248,58,32,7,78,30807,9771000,1262061,7798697,93544,-50,112
2020-03-26,United Arab Emirates,333,59,33,8,78,30807,9771000,1262061,7798697,93544,-55,112
2020-03-27,United Arab Emirates,333,60,34,9,78,30807,9771000,1262061,7798697,93544,-80,112
2020-03-28,United Arab Emirates,405,61,35,10,78,30807,9771000,1262061,7798697,93544,-72,112
2020-03-29,United Arab Emirates,468,62,36,11,78,30807,9771000,1262061,7798697,93544,-55,112
2020-03-30,United Arab Emirates,468,63,37,12,78,30807,9771000,1262061,7798697,93544,-57,112
2020-03-31,United Arab Emirates,611,64,38,13,78,30807,9771000,1262061,7798697,93544,-56,112
2020-04-01,United Arab Emirates,664,65,39,14,78,30807,9771000,1262061,7798697,93544,-56,112
2020-04-02,United Arab Emirates,664,66,40,15,78,30807,9771000,1262061,7798697,93544,-58,112
2020-04-03,United Arab Emirates,1024,67,41,16,78,30807,9771000,1262061,7798697,93544,-69,112
2020-04-04,United Arab Emirates,1024,68,42,17,78,30807,9771000,1262061,7798697,93544,-58,112
2020-04-05,United Arab Emirates,1505,69,43,18,78,30807,9771000,1262061,7798697,93544,-61,112
2020-04-06,United Arab Emirates,1799,70,44,19,78,30807,9771000,1262061,7798697,93544,-63,112
2020-04-07,United Arab Emirates,2076,71,45,20,78,30807,9771000,1262061,7798697,93544,-63,112
2020-04-08,United Arab Emirates,2359,72,46,21,78,30807,9771000,1262061,7798697,93544,-63,112
2020-04-09,United Arab Emirates,2659,73,47,22,78,30807,9771000,1262061,7798697,93544,-64,112
2020-04-10,United Arab Emirates,2990,74,48,23,78,30807,9771000,1262061,7798697,93544,-74,112
2020-04-11,United Arab Emirates,3360,75,49,24,78,30807,9771000,1262061,7798697,93544,-64,112
2020-04-12,United Arab Emirates,3736,76,50,25,78,30807,9771000,1262061,7798697,93544,-60,112
2020-04-13,United Arab Emirates,4123,77,51,26,78,30807,9771000,1262061,7798697,93544,-62,112
2020-04-14,United Arab Emirates,4521,78,52,27,78,30807,9771000,1262061,7798697,93544,-62,112
2020-04-15,United Arab Emirates,4933,79,53,28,78,30807,9771000,1262061,7798697,93544,-63,112
2020-04-16,United Arab Emirates,5365,80,54,29,78,30807,9771000,1262061,7798697,93544,-63,112
2020-04-17,United Arab Emirates,5825,81,55,30,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-18,United Arab Emirates,5825,82,56,31,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-19,United Arab Emirates,6302,83,57,32,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-20,United Arab Emirates,6781,84,58,33,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-21,United Arab Emirates,7265,85,59,34,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-22,United Arab Emirates,7755,86,60,35,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-23,United Arab Emirates,8238,87,61,36,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-24,United Arab Emirates,8756,88,62,37,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-25,United Arab Emirates,9281,89,63,38,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-26,United Arab Emirates,9813,90,64,39,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-27,United Arab Emirates,10349,91,65,40,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-28,United Arab Emirates,10839,92,66,41,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-29,United Arab Emirates,11380,93,67,42,78,30807,9771000,1262061,7798697,93544,-73,112
2020-04-30,United Arab Emirates,11929,94,68,43,78,30807,9771000,1262061,7798697,93544,-73,112
2020-05-01,United Arab Emirates,12481,95,69,44,78,30807,9771000,1262061,7798697,93544,-73,112
2020-05-02,United Arab Emirates,13038,96,70,45,78,30807,9771000,1262061,7798697,93544,-73,112
2020-03-04,Argentina,1,0,0,0,77,24633,44781000,10939513,27734296,4743956,-1,16
2020-03-06,Argentina,2,2,0,0,77,24633,44781000,10939513,27734296,4743956,6,16
2020-03-07,Argentina,8,3,0,0,77,24633,44781000,10939513,27734296,4743956,5,16
2020-03-08,Argentina,9,4,0,0,77,24633,44781000,10939513,27734296,4743956,3,16
2020-03-09,Argentina,12,5,0,0,77,24633,44781000,10939513,27734296,4743956,1,16
2020-03-11,Argentina,19,7,2,0,77,24633,44781000,10939513,27734296,4743956,-16,16
2020-03-13,Argentina,31,9,4,0,77,24633,44781000,10939513,27734296,4743956,-5,16
2020-03-14,Argentina,34,10,5,0,77,24633,44781000,10939513,27734296,4743956,-19,16
2020-03-15,Argentina,45,11,6,0,77,24633,44781000,10939513,27734296,4743956,-29,16
2020-03-16,Argentina,56,12,7,0,77,24633,44781000,10939513,27734296,4743956,-27,16
2020-03-17,Argentina,65,13,8,0,77,24633,44781000,10939513,27734296,4743956,-41,16
2020-03-18,Argentina,79,14,9,0,77,24633,44781000,10939513,27734296,4743956,-43,16
2020-03-19,Argentina,97,15,10,0,77,24633,44781000,10939513,27734296,4743956,-42,16
2020-03-20,Argentina,128,16,11,0,77,24633,44781000,10939513,27734296,4743956,-78,16
2020-03-21,Argentina,158,17,12,1,77,24633,44781000,10939513,27734296,4743956,-83,16
2020-03-22,Argentina,225,18,13,2,77,24633,44781000,10939513,27734296,4743956,-87,16
2020-03-23,Argentina,266,19,14,3,77,24633,44781000,10939513,27734296,4743956,-88,16
2020-03-24,Argentina,301,20,15,4,77,24633,44781000,10939513,27734296,4743956,-88,16
2020-03-25,Argentina,387,21,16,5,77,24633,44781000,10939513,27734296,4743956,-82,16
2020-03-26,Argentina,502,22,17,6,77,24633,44781000,10939513,27734296,4743956,-83,16
2020-03-27,Argentina,589,23,18,7,77,24633,44781000,10939513,27734296,4743956,-81,16
