dataTime,total_confirmed,total_death,total_recovered,total_hosp,total_intens,total_tests,B_confirmed,B_death,B_recovered,B_hosp,B_intens,K_confirmed,K_death,K_recovered,K_hosp,K_intens,Noe_confirmed,Noe_death,Noe_recovered,Noe_hosp,Noe_intens,Ooe_confirmed,Ooe_death,Ooe_recovered,Ooe_hosp,Ooe_intens,S_confirmed,S_death,S_recovered,S_hosp,S_intens,St_confirmed,St_death,St_recovered,St_hosp,St_intens,T_confirmed,T_death,T_recovered,T_hosp,T_intens,V_confirmed,V_death,V_recovered,V_hosp,V_intens,W_confirmed,W_death,W_recovered,W_hosp,W_intens,remarks,source,viewedTime
12.04.2020 15:00:00,13894,350,6987,1035,243,144877,260,6,120,17,3,384,5,219,27,10,2325,62,1010,231,42,2120,30,1381,115,29,1159,24,704,89,21,1538,76,512,154,32,3278,66,1901,174,61,830,7,607,37,10,2000,74,533,191,35,"corin.at bmsgpk_loader v0.3","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html https://www.sozialministerium.at/Informationen-zum-Coronavirus/Dashboard/Zahlen-zur-Hospitalisierung",13.04.2020 07:20:25
13.04.2020 08:00:00,13942,368,7343,981,239,148412,266,6,134,12,3,385,8,227,27,10,2324,66,1088,234,42,2122,32,1483,116,32,1169,26,735,91,20,1553,80,517,146,31,3281,68,1989,160,57,831,7,619,32,10,2011,75,551,163,34,"corin.at bmsgpk_loader v0.3","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html https://www.sozialministerium.at/Informationen-zum-Coronavirus/Dashboard/Zahlen-zur-Hospitalisierung",13.04.2020 11:06:23
13.04.2020 15:00:00,13999,368,7343,981,239,148412,268,6,134,12,3,386,8,227,27,10,2343,66,1088,234,42,2127,32,1483,116,32,1169,26,735,91,20,1560,80,517,146,31,3299,68,1989,160,57,832,7,619,32,10,2015,75,551,163,34,"corin.at bmsgpk_loader v0.3","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html https://www.sozialministerium.at/Informationen-zum-Coronavirus/Dashboard/Zahlen-zur-Hospitalisierung",13.04.2020 16:30:02
14.04.2020 08:00:00,14060,384,7633,1002,243,151796,270,6,135,15,4,386,9,241,24,8,2354,67,1167,236,43,2134,32,1524,116,30,1174,26,762,101,20,1578,87,534,141,28,3302,72,2073,160,56,832,7,637,33,10,2030,78,560,176,44,"corin.at bmsgpk_loader v0.3","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html https://www.sozialministerium.at/Informationen-zum-Coronavirus/Dashboard/Zahlen-zur-Hospitalisierung",14.04.2020 10:54:38
14.04.2020 15:00:00,14159,384,7633,1002,243,151796,271,6,135,15,4,386,9,241,24,8,2387,67,1167,236,43,2140,32,1524,116,30,1174,26,762,101,20,1588,87,534,141,28,3328,72,2073,160,56,832,7,637,33,10,2053,78,560,176,44,"corin.at bmsgpk_loader v0.3","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html https://www.sozialministerium.at/Informationen-zum-Coronavirus/Dashboard/Zahlen-zur-Hospitalisierung",14.04.2020 16:08:45
15.04.2020 08:00:00,14246,384,7633,1002,243,151796,274,6,135,15,4,388,9,241,24,8,2398,67,1167,236,43,2150,32,1524,116,30,1176,26,762,101,20,1593,87,534,141,28,3337,72,2073,160,56,846,7,637,33,10,2084,78,560,176,44,"corin.at bmsgpk_loader v0.3","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html https://www.sozialministerium.at/Informationen-zum-Coronavirus/Dashboard/Zahlen-zur-Hospitalisierung",15.04.2020 08:42:35
15.04.2020 15:00:00,14321,393,8098,1001,232,156801,278,6,148,20,4,388,8,255,25,10,2415,71,1315,235,42,2162,32,1633,117,30,1178,26,778,97,19,1600,90,617,142,24,3352,72,2134,164,55,847,7,646,33,10,2101,81,572,168,38,"corin.at bmsgpk_loader v0.4m","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",15.04.2020 16:48:35
16.04.2020 08:00:00,14370,410,8986,967,238,162816,280,6,165,17,4,388,8,269,23,10,2427,73,1415,236,46,2171,34,1714,109,31,1182,27,790,88,15,1604,93,661,141,21,3362,80,2244,144,54,851,7,654,29,11,2105,82,1074,180,46,"corin.at bmsgpk_loader v0.4m","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",16.04.2020 15:15:00
16.04.2020 15:00:00,14451,410,8986,967,238,162816,286,6,165,17,4,389,8,269,23,10,2436,73,1415,236,46,2174,34,1714,109,31,1186,27,790,88,15,1617,93,661,141,21,3392,80,2244,144,54,852,7,654,29,11,2119,82,1074,180,46,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",16.04.2020 16:14:28
17.04.2020 08:00:00,14484,431,9704,909,227,169272,286,7,167,18,5,384,8,274,18,8,2446,77,1498,219,40,2175,37,1753,101,30,1189,28,875,96,19,1624,97,717,134,22,3394,83,2374,135,54,853,8,665,23,10,2133,86,1381,165,39,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",17.04.2020 11:24:33
17.04.2020 15:00:00,14553,431,9704,909,227,169272,289,7,167,18,5,394,8,274,18,8,2461,77,1498,219,40,2183,37,1753,101,30,1190,28,875,96,19,1631,97,717,134,22,3406,83,2374,135,54,854,8,665,23,10,2145,86,1381,165,39,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",18.04.2020 08:08:47
18.04.2020 08:00:00,14595,443,10214,855,208,175932,295,7,181,17,5,395,9,295,16,9,2461,80,1560,207,41,2194,37,1822,97,25,1191,29,875,91,17,1638,99,775,118,20,3407,85,2486,125,51,855,9,668,23,8,2159,88,1552,161,32,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",18.04.2020 10:42:48
18.04.2020 15:00:00,14637,443,10214,855,208,175932,298,7,181,17,5,394,9,295,16,9,2469,80,1560,207,41,2199,37,1822,97,25,1191,29,875,91,17,1646,99,775,118,20,3415,85,2486,125,51,855,9,668,23,8,2170,88,1552,161,32,"corin.at bmsgpk_loader v0.4","https://mc1.rbk5.com/covid19/sozialministerium-datenseite/covid19-daten-20200418-2017.html",19.04.2020 09:42:05
19.04.2020 08:00:00,14662,443,10214,855,208,175932,299,7,181,17,5,394,9,295,16,9,2470,80,1560,207,41,2199,37,1822,97,25,1195,29,875,91,17,1646,99,775,118,20,3418,85,2486,125,51,857,9,668,23,8,2184,88,1552,161,32,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",19.04.2020 09:45:04
19.04.2020 15:00:00,14696,452,10501,817,204,179243,302,8,198,16,5,394,10,302,15,9,2476,82,1560,196,40,2200,38,1847,95,29,1199,29,929,88,16,1652,101,809,117,18,3417,85,2526,112,49,858,9,715,19,7,2198,90,1615,159,31,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",19.04.2020 17:10:13
20.04.2020 08:00:00,14713,452,10501,817,204,179243,302,8,198,16,5,394,10,302,15,9,2479,82,1560,196,40,2203,38,1847,95,29,1200,29,929,88,16,1653,101,809,117,18,3425,85,2526,112,49,858,9,715,19,7,2199,90,1615,159,31,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",20.04.2020 09:17:36
20.04.2020 08:00:00,14713,470,10631,805,194,182949,302,8,200,16,4,394,10,307,15,9,2479,83,1572,193,37,2203,41,1884,90,27,1200,30,930,92,17,1653,106,816,108,17,3425,86,2556,114,44,858,10,731,18,7,2199,96,1635,159,32,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",20.04.2020 11:37:04
20.04.2020 15:00:00,14755,470,10631,805,194,182949,307,8,200,16,4,394,10,307,15,9,2495,83,1572,193,37,2205,41,1884,90,27,1201,30,930,92,17,1663,106,816,108,17,3427,86,2556,114,44,859,10,731,18,7,2204,96,1635,159,32,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",20.04.2020 15:58:09
21.04.2020 08:00:00,14790,491,10971,756,196,189018,309,8,210,17,4,397,12,316,17,9,2501,85,1623,151,42,2211,44,1912,90,30,1201,30,949,94,15,1664,109,874,103,17,3431,91,2698,111,44,861,13,733,17,6,2215,99,1656,156,29,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",21.04.2020 10:53:43
21.04.2020 15:00:00,14810,491,10971,756,196,189018,310,8,210,17,4,402,12,316,17,9,2500,85,1623,151,42,2211,44,1912,90,30,1206,30,949,94,15,1665,109,874,103,17,3433,91,2698,111,44,863,13,733,17,6,2220,99,1656,156,29,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",22.04.2020 06:04:33
22.04.2020 15:00:00,14889,510,11328,700,176,201794,311,9,227,12,2,402,12,331,14,7,2519,87,1685,141,43,2218,47,1944,79,20,1205,33,951,105,13,1679,110,904,95,14,3440,95,2869,96,40,868,13,740,18,7,2247,104,1677,140,30,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",22.04.2020 16:00:29
23.04.2020 08:00:00,14932,522,11694,677,169,205835,313,9,226,17,4,402,12,346,14,7,2529,88,1841,131,43,2219,48,1972,78,18,1204,33,1008,92,14,1686,115,952,99,16,3441,98,2905,91,38,868,14,745,16,6,2270,105,1699,139,23,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",23.04.2020 11:37:01
23.04.2020 15:00:00,14963,522,11694,677,169,205835,314,9,226,17,4,402,12,346,14,7,2531,88,1841,131,43,2222,48,1972,78,18,1206,33,1008,92,14,1693,115,952,99,16,3445,98,2905,91,38,869,14,745,16,6,2281,105,1699,139,23,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",23.04.2020 16:43:17
24.04.2020 08:00:00,14987,530,11872,651,156,212686,314,8,230,14,2,402,12,356,14,7,2533,89,1890,127,40,2230,48,2007,78,15,1206,33,1008,90,12,1697,119,973,88,13,3446,101,2943,81,36,869,14,749,14,6,2290,106,1716,145,25,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",24.04.2020 10:53:57
24.04.2020 15:00:00,15038,530,11872,651,156,212686,315,8,230,14,2,402,12,356,14,7,2546,89,1890,127,40,2232,48,2007,78,15,1207,33,1008,90,12,1700,119,973,88,13,3457,101,2943,81,36,868,14,749,14,6,2311,106,1716,145,25,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",24.04.2020 18:59:36
25.04.2020 08:00:00,15069,536,12103,608,148,221089,315,8,235,12,2,402,12,360,13,7,2547,90,1950,114,37,2238,51,2021,71,15,1208,33,1041,83,12,1705,120,1011,77,12,3463,101,2982,77,34,868,14,755,12,6,2323,107,1748,149,23,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",25.04.2020 11:10:22
25.04.2020 15:00:00,15117,536,12103,608,148,221089,316,8,235,12,2,404,12,360,13,7,2553,90,1950,114,37,2239,51,2021,71,15,1210,33,1041,83,12,1722,120,1011,77,12,3469,101,2982,77,34,868,14,755,12,6,2336,107,1748,149,23,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",26.04.2020 08:02:07
26.04.2020 08:00:00,15134,536,12103,608,148,221089,316,8,235,12,2,404,12,360,13,7,2554,90,1950,114,37,2240,51,2021,71,15,1210,33,1041,83,12,1722,120,1011,77,12,3473,101,2982,77,34,868,14,755,12,6,2347,107,1748,149,23,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",26.04.2020 09:01:15
26.04.2020 08:00:00,15134,542,12282,594,145,227631,316,9,234,11,2,404,12,364,12,6,2554,90,2026,120,39,2240,52,2022,67,14,1210,33,1057,79,11,1722,121,1059,76,12,3473,101,2997,75,32,868,14,757,12,6,2347,110,1766,142,23,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",26.04.2020 14:33:56
26.04.2020 15:00:00,15175,542,12282,594,145,227631,317,9,234,11,2,404,12,364,12,6,2562,90,2026,120,39,2243,52,2022,67,14,1212,33,1057,79,11,1733,121,1059,76,12,3479,101,2997,75,32,868,14,757,12,6,2357,110,1766,142,23,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",26.04.2020 18:25:44
27.04.2020 08:00:00,15190,549,12362,579,140,232537,317,9,236,13,2,406,12,368,12,6,2562,92,2042,113,37,2246,53,2022,66,11,1214,33,1071,74,11,1736,121,1068,75,12,3482,101,3024,74,33,868,15,759,11,5,2359,113,1772,141,23,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",27.04.2020 11:23:33
28.04.2020 08:00:00,15256,549,12362,579,140,232537,321,9,236,13,2,407,12,368,12,6,2574,92,2042,113,37,2250,53,2022,66,11,1214,33,1071,74,11,1747,121,1068,75,12,3487,101,3024,74,33,868,15,759,11,5,2388,113,1772,141,23,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",28.04.2020 09:04:52
27.04.2020 15:00:00,15239,549,12362,579,140,232537,320,9,236,13,2,407,12,368,12,6,2573,92,2042,113,37,2248,53,2022,66,11,1214,33,1071,74,11,1745,121,1068,75,12,3484,101,3024,74,33,868,15,759,11,5,2380,113,1772,141,23,"corin.at bmsgpk_loader v0.4","https://mc1.rbk5.com/covid19/sozialministerium-datenseite/covid19-daten-20200428-0747.html",28.04.2020 09:07:36
28.04.2020 08:00:00,15256,569,12580,561,136,239578,321,10,242,11,3,407,12,372,11,6,2574,92,2101,110,35,2250,53,2040,60,14,1214,34,1078,75,10,1747,123,1117,74,10,3487,103,3070,72,32,868,15,779,11,5,2388,127,1781,137,21,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",28.04.2020 10:17:40
28.04.2020 15:00:00,15286,569,12580,561,136,239578,321,10,242,11,3,410,12,372,11,6,2577,92,2101,110,35,2251,53,2040,60,14,1214,34,1078,75,10,1751,123,1117,74,10,3494,103,3070,72,32,869,15,779,11,5,2399,127,1781,137,21,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",28.04.2020 20:59:25
29.04.2020 08:00:00,15323,580,12779,517,131,247754,321,10,246,8,2,410,12,378,10,5,2583,92,2141,104,36,2251,55,2051,51,12,1215,35,1081,73,10,1755,126,1155,69,12,3496,105,3151,62,28,869,15,786,9,5,2423,130,1790,131,21,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",29.04.2020 11:36:30
29.04.2020 15:00:00,15352,580,12779,517,131,247754,322,10,246,8,2,410,12,378,10,5,2591,92,2141,104,36,2252,55,2051,51,12,1215,35,1081,73,10,1757,126,1155,69,12,3496,105,3151,62,28,870,15,786,9,5,2439,130,1790,131,21,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",29.04.2020 20:46:38
30.04.2020 08:00:00,15369,584,12907,502,128,256399,323,10,250,9,2,410,12,379,8,5,2597,92,2164,104,36,2253,55,2074,45,12,1215,35,1090,73,9,1758,129,1187,67,10,3501,105,3160,60,28,870,16,795,7,5,2442,130,1808,129,21,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",30.04.2020 13:00:36
30.04.2020 15:00:00,15424,584,12907,502,128,256399,325,10,250,9,2,410,12,379,8,5,2619,92,2164,104,36,2254,55,2074,45,12,1217,35,1090,73,9,1761,129,1187,67,10,3502,105,3160,60,28,871,16,795,7,5,2465,130,1808,129,21,"corin.at bmsgpk_loader v0.4","https://mc1.rbk5.com/covid19/sozialministerium-datenseite/covid19-daten-20200501-0747.html",01.05.2020 09:30:16
01.05.2020 08:00:00,15458,584,12907,502,128,256399,325,10,250,9,2,410,12,379,8,5,2623,92,2164,104,36,2255,55,2074,45,12,1217,35,1090,73,9,1761,129,1187,67,10,3504,105,3160,60,28,871,16,795,7,5,2492,130,1808,129,21,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",01.05.2020 09:31:56
01.05.2020 08:00:00,15458,589,13110,472,124,264079,325,10,255,8,2,410,12,381,8,5,2623,92,2221,99,37,2255,56,2088,44,10,1217,36,1120,69,7,1761,130,1220,61,10,3504,105,3197,52,27,871,17,811,7,4,2492,131,1817,124,22,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",01.05.2020 11:49:07
01.05.2020 15:00:00,15470,589,13092,472,124,264079,326,10,255,8,2,410,12,381,8,5,2625,92,2221,99,37,2255,56,2088,44,10,1217,36,1102,69,7,1764,130,1220,61,10,3504,105,3197,52,27,872,17,811,7,4,2497,131,1817,124,22,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",01.05.2020 17:03:30
02.05.2020 08:00:00,15479,589,13092,472,124,264079,326,10,255,8,2,410,12,381,8,5,2626,92,2221,99,37,2256,56,2088,44,10,1217,36,1102,69,7,1764,130,1220,61,10,3504,105,3197,52,27,872,17,811,7,4,2504,131,1817,124,22,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",02.05.2020 10:03:25
02.05.2020 15:00:00,15508,596,13180,428,114,269619,327,10,256,8,2,410,12,381,7,4,2630,92,2238,90,35,2256,56,2102,42,8,1218,36,1115,52,7,1765,133,1235,52,9,3504,105,3207,48,24,872,17,819,7,4,2526,135,1827,122,21,"corin.at bmsgpk_loader v0.4","https://mc1.rbk5.com/covid19/sozialministerium-datenseite/covid19-daten-20200502-1817.html",03.05.2020 10:20:13
03.05.2020 08:00:00,15514,596,13180,428,114,269619,327,10,256,8,2,410,12,381,7,4,2630,92,2238,90,35,2256,56,2102,42,8,1219,36,1115,52,7,1766,133,1235,52,9,3504,105,3207,48,24,873,17,819,7,4,2529,135,1827,122,21,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",03.05.2020 10:24:22
03.05.2020 15:00:00,15527,598,13228,422,114,274355,327,10,258,4,1,410,13,382,6,3,2633,92,2255,85,34,2257,57,2106,48,9,1219,36,1115,51,7,1766,133,1246,47,9,3504,105,3215,50,25,873,17,824,7,4,2538,135,1827,124,22,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",03.05.2020 19:18:05
04.05.2020 08:00:00,15538,600,13316,420,111,279071,327,11,261,3,1,410,13,382,6,3,2633,93,2270,86,35,2258,56,2110,40,8,1219,36,1116,60,7,1768,133,1252,43,9,3509,105,3217,49,25,874,17,824,7,4,2540,136,1884,126,19,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",04.05.2020 11:26:50
04.05.2020 15:00:00,15551,600,13316,420,111,279071,328,11,261,3,1,410,13,382,6,3,2638,93,2270,86,35,2258,56,2110,40,8,1219,36,1116,60,7,1774,133,1252,43,9,3509,105,3217,49,25,874,17,824,7,4,2541,136,1884,126,19,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",04.05.2020 16:44:39
05.05.2020 08:00:00,15569,600,13316,420,111,279071,329,11,261,3,1,410,13,382,6,3,2642,93,2270,86,35,2259,56,2110,40,8,1217,36,1116,60,7,1774,133,1252,43,9,3510,105,3217,49,25,874,17,824,7,4,2554,136,1884,126,19,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",05.05.2020 09:30:54
05.05.2020 15:00:00,15579,606,13462,418,104,285883,329,11,261,6,1,411,13,383,5,2,2650,95,2310,86,33,2258,57,2115,40,7,1214,36,1119,53,7,1777,134,1300,41,9,3509,105,3244,43,21,874,18,828,8,4,2557,137,1902,136,20,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",05.05.2020 17:38:15
06.05.2020 08:00:00,15589,606,13462,418,104,285883,329,11,261,6,1,411,13,383,5,2,2653,95,2310,86,33,2259,57,2115,40,7,1214,36,1119,53,7,1778,134,1300,41,9,3510,105,3244,43,21,875,18,828,8,4,2560,137,1902,136,20,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",06.05.2020 09:38:47
06.05.2020 08:00:00,15589,608,13639,418,97,292254,329,11,264,5,1,411,13,385,5,3,2653,95,2369,84,29,2259,57,2131,36,6,1214,36,1132,59,7,1778,134,1333,40,8,3510,106,3271,37,19,875,19,826,7,4,2560,137,1928,145,20,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",06.05.2020 14:40:02
06.05.2020 15:00:00,15633,608,13639,418,97,292254,330,11,264,5,1,411,13,385,5,3,2661,95,2369,84,29,2259,57,2131,36,6,1214,36,1132,59,7,1784,134,1333,40,8,3512,106,3271,37,19,875,19,826,7,4,2587,137,1928,145,20,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",07.05.2020 08:00:34
07.05.2020 08:00:00,15652,608,13639,418,97,292254,330,11,264,5,1,411,13,385,5,3,2663,95,2369,84,29,2263,57,2131,36,6,1213,36,1132,59,7,1785,134,1333,40,8,3513,106,3271,37,19,875,19,826,7,4,2599,137,1928,145,20,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",07.05.2020 08:52:55
07.05.2020 15:00:00,15665,609,13698,360,92,297894,330,11,269,4,1,411,13,385,5,3,2666,95,2370,76,28,2263,57,2139,32,7,1213,36,1140,58,7,1787,134,1350,38,7,3515,106,3275,30,17,875,19,833,6,3,2605,138,1937,111,19,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",08.05.2020 08:10:02
08.05.2020 08:00:00,15675,609,13698,360,92,297894,330,11,269,4,1,411,13,385,5,3,2669,95,2370,76,28,2264,57,2139,32,7,1213,36,1140,58,7,1788,134,1350,38,7,3516,106,3275,30,17,875,19,833,6,3,2609,138,1937,111,19,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",08.05.2020 09:47:25
08.05.2020 08:00:00,15675,614,13836,339,81,304069,330,11,272,6,0,411,13,386,3,2,2669,95,2394,73,28,2264,57,2151,28,4,1213,36,1142,50,7,1788,135,1380,38,6,3516,107,3284,29,14,875,19,835,3,2,2609,141,1992,109,18,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",08.05.2020 11:00:41
08.05.2020 15:00:00,15714,614,13836,339,81,304069,330,11,272,6,0,411,13,386,3,2,2682,95,2394,73,28,2265,57,2151,28,4,1212,36,1142,50,7,1792,135,1380,38,6,3517,107,3284,29,14,874,19,835,3,2,2631,141,1992,109,18,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",08.05.2020 16:37:16
09.05.2020 08:00:00,15735,615,13928,309,79,311690,330,11,279,6,0,411,13,387,3,2,2682,95,2405,72,25,2266,58,2160,20,5,1212,36,1155,25,3,1794,135,1395,32,6,3517,107,3310,39,18,876,19,838,2,1,2647,141,1999,110,19,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",09.05.2020 10:45:17
09.05.2020 15:00:00,15756,615,13928,309,79,311690,331,11,279,6,0,411,13,387,3,2,2684,95,2405,72,25,2267,58,2160,20,5,1212,36,1155,25,3,1796,135,1395,32,6,3518,107,3310,39,18,876,19,838,2,1,2661,141,1999,110,19,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",09.05.2020 19:23:51
10.05.2020 08:00:00,15777,618,13991,291,72,316508,331,11,282,6,0,411,13,388,2,0,2685,95,2414,68,24,2268,58,2163,19,6,1212,36,1162,28,2,1810,136,1412,26,5,3518,107,3317,33,15,876,19,839,2,1,2666,143,2014,107,19,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",10.05.2020 11:06:01
10.05.2020 15:00:00,15786,618,13991,291,72,316508,330,11,282,6,0,411,13,388,2,0,2687,95,2414,68,24,2270,58,2163,19,6,1212,36,1162,28,2,1810,136,1412,26,5,3518,107,3317,33,15,876,19,839,2,1,2672,143,2014,107,19,"corin.at bmsgpk_loader v0.4","https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html",11.05.2020 08:00:06
